transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5584,3,2841,2017-10-09,0,Trek Bicycles,Standard,medium,large,2091,388,1993-05-28
5588,81,2425,2017-10-15,0,Norco Bicycles,Standard,medium,small,586,521,1993-04-22
5591,32,2331,2017-10-08,1,Giant Bicycles,Standard,medium,medium,642,211,2003-03-20
5592,2,1077,2017-10-01,0,Solex,Standard,medium,medium,71,53,2012-12-04
5598,85,23,2017-12-20,0,WeareA2B,Standard,medium,medium,1228,400,2015-08-12
5599,82,2999,2017-12-22,1,Norco Bicycles,Standard,high,medium,1148,689,1997-08-27
5604,19,2166,2017-11-02,0,OHM Cycles,Road,high,large,12,7,2009-03-10
5609,93,1790,2017-10-18,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
5610,0,1577,2017-10-23,1,OHM Cycles,Standard,low,medium,71,56,2015-06-19
5613,1,2480,2017-11-18,0,Giant Bicycles,Touring,medium,large,1873,863,2011-01-12
5615,11,1903,2017-12-14,1,Trek Bicycles,Standard,medium,small,1775,1580,1994-09-11
5619,56,354,2017-10-20,1,OHM Cycles,Standard,medium,medium,183,137,1997-10-06
5623,6,2463,2017-10-27,1,OHM Cycles,Standard,high,medium,227,136,2003-02-09
5624,3,2791,2017-12-16,0,Trek Bicycles,Standard,medium,large,2091,388,2012-09-17
5629,84,2683,2017-12-14,1,Trek Bicycles,Road,medium,medium,290,215,1993-04-22
5638,92,1196,2017-12-12,1,WeareA2B,Standard,medium,small,1415,1259,2003-01-07
5639,6,843,2017-12-11,1,OHM Cycles,Standard,high,medium,227,136,2016-07-11
5640,7,1585,2017-11-23,0,Trek Bicycles,Road,low,medium,980,234,2011-04-18
5642,17,399,2017-11-11,1,Solex,Standard,high,medium,1024,614,2011-05-09
5645,63,3110,2017-12-13,0,Solex,Standard,medium,medium,1483,99,2015-05-23
5649,74,264,2017-11-12,0,WeareA2B,Standard,medium,medium,1228,400,2000-05-24
5650,57,2400,2017-10-20,1,WeareA2B,Touring,medium,large,1890,260,2015-06-19
5651,25,2713,2017-12-30,1,Giant Bicycles,Road,medium,medium,1538,829,1993-05-28
5652,45,1589,2017-10-30,0,Solex,Standard,medium,medium,441,84,1998-12-19
5654,84,334,2017-11-04,1,Trek Bicycles,Road,medium,medium,290,215,1997-08-27
5658,38,2555,2017-12-29,1,Solex,Standard,medium,medium,1577,826,2011-03-18
5659,4,2919,2017-12-09,1,Solex,Standard,medium,medium,1483,99,2010-11-07
5661,67,1684,2017-11-03,0,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
5664,8,2183,2017-10-08,1,Solex,Road,medium,small,1703,1516,1994-09-11
5672,36,2146,2017-11-10,1,Solex,Standard,low,medium,945,507,1995-12-21
5674,85,1041,2017-10-28,1,WeareA2B,Standard,medium,medium,752,205,2015-08-04
5678,62,1702,2017-12-16,1,Solex,Standard,medium,medium,478,298,1993-06-25
5681,32,2717,2017-11-19,1,Giant Bicycles,Standard,medium,medium,642,211,2002-03-24
5690,36,1300,2017-12-10,0,Solex,Standard,low,medium,945,507,2011-05-11
5691,70,1425,2017-12-23,0,Norco Bicycles,Road,medium,medium,1036,206,1991-07-12
5695,5,420,2017-11-01,0,Giant Bicycles,Standard,high,medium,1129,677,2005-08-11
5696,8,3151,2017-12-11,0,Solex,Road,medium,small,1703,1516,2003-08-07
5697,6,3002,2017-11-16,1,OHM Cycles,Standard,high,medium,227,136,2004-08-19
5699,22,2432,2017-11-20,1,WeareA2B,Standard,medium,medium,60,45,2016-02-06
5701,10,3467,2017-12-25,0,WeareA2B,Touring,medium,medium,1466,363,2014-03-05
5706,3,1299,2017-10-15,1,Trek Bicycles,Standard,medium,large,2091,388,2003-07-23
5707,53,3316,2017-12-10,1,OHM Cycles,Standard,medium,medium,795,101,1997-02-11
5722,32,955,2017-12-17,0,Giant Bicycles,Standard,medium,medium,642,211,1995-12-21
5723,70,458,2017-12-04,0,Trek Bicycles,Standard,high,medium,495,297,2011-01-12
5725,8,3409,2017-10-18,1,Solex,Road,medium,small,1703,1516,2011-04-18
5732,45,3186,2017-10-29,0,Solex,Standard,medium,medium,441,84,2014-07-30
5735,21,1091,2017-11-27,0,Solex,Standard,medium,large,1071,380,1996-04-07
5736,46,2659,2017-12-23,0,OHM Cycles,Standard,low,medium,1793,248,2008-03-21
5740,7,505,2017-12-16,0,Giant Bicycles,Standard,medium,small,1311,1167,2003-03-20
5742,57,1767,2017-11-21,1,WeareA2B,Touring,medium,large,1890,260,1991-01-23
5745,37,1639,2017-10-24,1,OHM Cycles,Standard,low,medium,1793,248,2010-06-09
5749,54,6,2017-10-27,1,WeareA2B,Standard,medium,medium,1807,778,2010-08-22
5758,3,156,2017-12-14,1,Trek Bicycles,Standard,medium,large,2091,388,2003-02-09
5763,48,941,2017-11-27,1,WeareA2B,Standard,medium,medium,1762,950,2016-11-16
5771,87,3241,2017-10-04,1,Giant Bicycles,Standard,high,medium,1179,707,1999-07-28
5774,61,2155,2017-12-11,0,OHM Cycles,Standard,low,medium,71,56,2015-06-19
5787,42,2078,2017-10-09,1,OHM Cycles,Road,medium,small,1810,1610,2008-03-21
5788,67,1489,2017-10-09,1,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
5789,62,3055,2017-11-02,0,Solex,Standard,medium,medium,478,298,2014-03-05
5790,37,1638,2017-12-19,1,OHM Cycles,Standard,low,medium,1793,248,2010-06-09
5807,49,765,2017-10-24,1,Trek Bicycles,Road,medium,medium,533,400,2012-06-06
5809,71,3460,2017-11-05,0,Solex,Standard,high,large,1842,1105,1995-10-26
5816,57,1537,2017-12-04,1,WeareA2B,Touring,medium,large,1890,260,1991-01-23
5817,42,1657,2017-10-25,0,OHM Cycles,Road,medium,small,1810,1610,2008-03-21
5819,77,193,2017-12-06,1,Norco Bicycles,Road,medium,large,1240,795,2004-01-18
5821,54,2376,2017-12-19,0,WeareA2B,Standard,medium,medium,1807,778,2005-10-24
5824,12,2481,2017-12-10,0,WeareA2B,Standard,medium,medium,1231,161,2004-08-19
5828,69,635,2017-11-20,0,Giant Bicycles,Road,medium,medium,792,594,1995-10-26
5831,29,2340,2017-10-29,0,Norco Bicycles,Road,medium,medium,543,407,2006-11-12
5843,0,1738,2017-12-09,0,Norco Bicycles,Road,medium,medium,543,407,1992-10-13
5846,50,879,2017-10-15,0,WeareA2B,Standard,medium,small,175,131,2003-02-18
5852,77,2400,2017-10-10,1,Norco Bicycles,Road,medium,large,1240,795,2004-07-27
5860,52,2872,2017-12-06,1,OHM Cycles,Road,medium,medium,1280,829,2003-07-23
5864,4,2053,2017-12-15,1,Giant Bicycles,Standard,high,medium,1129,677,2003-02-09
5865,60,1038,2017-11-28,1,Giant Bicycles,Standard,high,small,1977,1759,1993-06-25
5868,35,1821,2017-11-23,0,Giant Bicycles,Standard,medium,medium,1403,954,2011-08-31
5870,9,1611,2017-11-19,1,Norco Bicycles,Standard,medium,small,1216,1082,2006-11-12
5871,8,2779,2017-11-27,1,Solex,Road,medium,small,1703,1516,2005-12-09
5881,89,2294,2017-10-18,1,WeareA2B,Touring,medium,large,1362,57,1993-04-22
5883,0,3451,2017-12-02,0,OHM Cycles,Standard,medium,medium,235,125,2004-08-09
5887,38,1825,2017-10-28,0,Solex,Standard,medium,medium,1577,826,2011-03-18
5899,73,2937,2017-12-23,0,Solex,Standard,medium,medium,1945,333,2002-09-02
5900,85,693,2017-12-13,1,WeareA2B,Standard,medium,medium,752,205,1993-04-22
5901,57,2153,2017-10-06,0,WeareA2B,Touring,medium,large,1890,260,1991-01-23
5905,0,664,2017-10-07,1,OHM Cycles,Standard,medium,medium,183,137,1997-10-06
5916,23,1424,2017-10-15,1,Norco Bicycles,Standard,medium,medium,1198,381,2000-11-05
5924,66,57,2017-11-25,1,Giant Bicycles,Road,low,small,590,525,2002-09-02
5927,66,558,2017-11-25,0,Giant Bicycles,Road,low,small,590,525,2010-11-07
5935,45,1586,2017-12-14,0,Trek Bicycles,Road,low,medium,980,234,2004-09-30
5938,31,1344,2017-12-09,0,Giant Bicycles,Standard,medium,medium,230,173,2006-11-12
5939,59,1452,2017-12-28,1,Solex,Standard,medium,large,1061,733,1993-07-22
5942,35,2310,2017-10-07,0,Giant Bicycles,Standard,medium,medium,1403,954,2012-12-04
5946,0,3101,2017-10-02,1,Norco Bicycles,Standard,low,medium,363,290,2005-05-12
5952,87,2109,2017-12-28,1,OHM Cycles,Standard,medium,medium,1636,44,2000-05-24
5962,75,3402,2017-10-06,1,Giant Bicycles,Touring,medium,large,1873,863,2006-05-24
5963,71,765,2017-11-24,0,Solex,Standard,high,large,1842,1105,1995-10-26
5976,57,3132,2017-10-11,0,WeareA2B,Touring,medium,large,1890,260,2011-08-26
5982,98,167,2017-11-03,0,OHM Cycles,Standard,medium,medium,795,101,2015-10-20
5984,84,999,2017-10-07,0,Giant Bicycles,Road,medium,medium,792,594,2016-11-24
5988,0,511,2017-12-19,0,Norco Bicycles,Standard,low,medium,363,290,2005-05-12
5989,9,3055,2017-11-01,0,OHM Cycles,Road,medium,medium,742,667,1992-10-04
5999,66,2372,2017-11-12,0,Giant Bicycles,Road,low,small,590,525,2010-11-07
6002,29,2878,2017-11-11,0,Norco Bicycles,Road,medium,medium,543,407,2016-03-31
6007,80,2198,2017-11-25,0,OHM Cycles,Touring,low,medium,1073,933,1997-08-27
6019,0,2240,2017-11-09,1,Norco Bicycles,Standard,low,medium,363,290,2016-03-31
6020,1,2967,2017-12-20,0,Giant Bicycles,Standard,medium,medium,1403,954,2016-11-16
6021,8,459,2017-11-22,1,Solex,Road,medium,small,1703,1516,2005-12-09
6034,60,2509,2017-12-05,0,Giant Bicycles,Standard,high,small,1977,1759,2011-08-26
6035,85,425,2017-12-05,1,WeareA2B,Standard,medium,medium,752,205,1998-12-18
6044,56,14,2017-11-13,1,OHM Cycles,Standard,medium,medium,183,137,1997-10-06
6051,39,3232,2017-11-17,0,Giant Bicycles,Standard,medium,large,1812,582,2011-05-11
6063,88,2066,2017-10-01,1,Norco Bicycles,Standard,high,small,1661,1479,1993-07-17
6066,5,1980,2017-10-18,1,Giant Bicycles,Standard,high,medium,1129,677,2011-08-31
6070,60,134,2017-12-16,0,Giant Bicycles,Standard,high,small,1977,1759,2015-06-19
6073,17,1650,2017-12-20,1,WeareA2B,Touring,medium,large,1362,57,1993-04-22
6076,22,1047,2017-11-03,1,WeareA2B,Standard,medium,medium,60,45,1993-07-17
6080,0,2990,2017-12-16,0,OHM Cycles,Standard,high,medium,227,136,2003-02-09
6088,0,3197,2017-11-20,0,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
6089,89,1390,2017-12-29,0,Giant Bicycles,Standard,medium,large,1812,582,2010-06-09
6095,62,1103,2017-10-04,0,Solex,Standard,high,medium,1024,614,1996-11-11
6096,82,2445,2017-12-13,0,Norco Bicycles,Standard,high,medium,1148,689,2015-08-12
6100,66,1191,2017-11-17,0,Giant Bicycles,Road,low,small,590,525,1992-10-04
6105,86,1274,2017-11-30,1,OHM Cycles,Standard,medium,medium,235,125,2004-08-09
6106,90,2464,2017-10-08,0,Norco Bicycles,Standard,low,medium,363,290,2005-05-12
6107,10,2627,2017-10-03,1,WeareA2B,Touring,medium,medium,1466,363,2013-03-14
6108,90,3119,2017-12-25,0,Solex,Standard,low,medium,945,507,1995-12-21
6110,94,884,2017-12-29,0,Giant Bicycles,Standard,medium,large,1635,993,2013-06-11
6113,38,1695,2017-11-23,0,Trek Bicycles,Standard,medium,large,2091,388,2014-03-05
6115,82,2661,2017-10-12,0,Giant Bicycles,Road,medium,medium,1538,829,1993-05-28
6116,77,2914,2017-11-19,1,Norco Bicycles,Road,medium,large,1240,795,2013-09-18
6117,66,2331,2017-10-06,1,Giant Bicycles,Road,low,small,590,525,2010-11-07
6125,53,3352,2017-11-20,1,OHM Cycles,Standard,medium,medium,795,101,1997-02-11
6127,98,3080,2017-12-26,0,OHM Cycles,Standard,medium,medium,795,101,1997-02-11
6129,77,2334,2017-10-22,1,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
6133,80,1725,2017-10-30,0,Trek Bicycles,Standard,medium,large,1469,596,2015-05-23
6135,14,2586,2017-12-11,1,Trek Bicycles,Standard,medium,small,1386,1234,2010-05-07
6139,92,292,2017-11-02,1,WeareA2B,Standard,medium,small,1415,1259,2016-03-31
6143,59,835,2017-10-22,1,Solex,Standard,medium,large,1061,733,2015-06-19
6144,75,1158,2017-12-28,0,Giant Bicycles,Touring,medium,large,1873,863,2003-09-11
6146,0,1039,2017-11-08,0,OHM Cycles,Standard,medium,medium,235,125,2013-06-11
6153,74,1177,2017-10-04,0,WeareA2B,Standard,medium,medium,1228,400,2006-05-24
6161,55,2653,2017-10-23,1,Trek Bicycles,Road,medium,large,1894,598,2003-07-23
6170,19,1239,2017-11-22,0,OHM Cycles,Road,high,large,12,7,2010-05-07
6176,12,1168,2017-10-28,0,WeareA2B,Standard,medium,medium,1231,161,2004-08-19
6182,48,1687,2017-10-06,0,WeareA2B,Standard,medium,medium,1762,950,2003-07-23
6183,78,2980,2017-11-08,0,Giant Bicycles,Standard,medium,large,1765,709,2004-07-27
6184,87,1483,2017-12-01,0,Giant Bicycles,Standard,high,medium,1179,707,1993-04-22
6187,45,2772,2017-12-05,1,Solex,Standard,medium,medium,441,84,2003-02-18
6192,15,154,2017-12-07,0,Norco Bicycles,Standard,low,medium,958,748,2005-12-09
6197,18,1581,2017-10-22,0,Solex,Standard,medium,medium,575,431,2013-03-14
6200,69,3477,2017-10-25,1,Giant Bicycles,Road,medium,medium,792,594,2014-10-12
6205,92,312,2017-12-16,0,WeareA2B,Standard,medium,small,1415,1259,1991-05-08
6209,90,1494,2017-12-12,0,Norco Bicycles,Standard,low,medium,363,290,2013-06-11
6210,0,1390,2017-12-03,0,OHM Cycles,Standard,high,medium,227,136,2016-07-11
6211,9,3170,2017-10-07,1,OHM Cycles,Road,medium,medium,742,667,1991-11-09
6214,77,2318,2017-10-21,0,Norco Bicycles,Road,medium,large,1240,795,2004-12-20
6216,75,579,2017-10-21,0,Giant Bicycles,Touring,medium,large,1873,863,2006-05-24
6217,92,1564,2017-12-17,1,WeareA2B,Standard,medium,small,1415,1259,2003-01-07
6222,44,371,2017-10-29,0,WeareA2B,Standard,medium,medium,1769,108,2011-05-11
6229,38,1476,2017-11-15,0,Solex,Standard,medium,medium,1577,826,1993-04-14
6239,72,821,2017-11-27,1,Norco Bicycles,Standard,medium,medium,360,270,2006-05-24
6243,9,188,2017-11-21,0,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
6247,59,2953,2017-10-01,0,WeareA2B,Standard,medium,small,1415,1259,1993-04-22
6249,31,3213,2017-10-23,1,Giant Bicycles,Standard,medium,medium,230,173,2006-11-12
6252,59,759,2017-12-07,1,WeareA2B,Standard,medium,small,1415,1259,2003-01-07
6253,4,1310,2017-11-01,0,Solex,Standard,medium,medium,1483,99,2012-05-20
6255,0,1821,2017-10-20,0,Solex,Standard,medium,medium,100,75,2003-09-12
6257,77,951,2017-10-08,0,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
6260,63,1132,2017-10-18,1,Solex,Standard,medium,medium,1483,99,2010-11-07
6276,22,2073,2017-12-12,0,Solex,Standard,medium,medium,575,431,2016-02-06
6281,48,2861,2017-10-18,1,WeareA2B,Standard,medium,medium,1762,950,2003-02-18
6282,64,1623,2017-12-01,0,Giant Bicycles,Standard,high,small,1977,1759,2011-08-26
6283,7,1696,2017-10-22,1,Giant Bicycles,Standard,medium,small,1311,1167,1992-10-13
6285,9,767,2017-11-18,1,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
6288,43,740,2017-10-30,1,Solex,Standard,medium,medium,1151,649,1999-12-06
6290,25,199,2017-12-15,1,Giant Bicycles,Road,medium,medium,1538,829,2016-02-06
6291,4,2866,2017-10-13,0,Solex,Standard,medium,medium,1483,99,1998-12-19
6294,2,627,2017-11-02,0,Giant Bicycles,Road,low,small,590,525,2010-11-07
6295,55,668,2017-12-24,0,Trek Bicycles,Road,medium,large,1894,598,2003-07-23
6299,3,153,2017-10-02,1,Trek Bicycles,Standard,medium,large,2091,388,2005-08-11
6300,19,108,2017-12-14,1,Trek Bicycles,Mountain,low,medium,574,459,2011-08-31
6302,30,788,2017-11-21,1,Solex,Standard,high,medium,748,448,1991-11-12
6303,0,2389,2017-10-20,1,OHM Cycles,Road,high,large,12,7,2009-03-10
6321,71,1277,2017-11-05,1,Solex,Standard,high,large,1842,1105,2003-09-11
6322,56,1218,2017-10-12,0,OHM Cycles,Standard,medium,medium,183,137,2011-08-26
6331,31,2949,2017-12-17,1,Giant Bicycles,Standard,medium,medium,230,173,2006-11-12
6339,66,2316,2017-11-14,0,Giant Bicycles,Road,low,small,590,525,2016-12-08
6342,61,1522,2017-11-25,0,OHM Cycles,Standard,low,medium,71,56,2015-06-19
6344,49,1629,2017-12-29,1,Trek Bicycles,Road,medium,medium,533,400,2012-06-06
6345,46,2349,2017-11-06,0,OHM Cycles,Standard,low,medium,1793,248,1999-07-22
6346,89,2106,2017-11-12,1,Giant Bicycles,Standard,medium,large,1812,582,2010-06-09
6347,3,2007,2017-12-07,0,Trek Bicycles,Standard,medium,large,2091,388,2011-08-31
6350,22,2800,2017-10-05,0,WeareA2B,Standard,medium,medium,60,45,1993-07-17
6357,81,1242,2017-11-10,1,Solex,Standard,medium,medium,1151,649,1993-04-14
6358,59,1207,2017-10-17,0,Solex,Standard,medium,large,1061,733,1993-07-22
6362,19,611,2017-11-23,1,OHM Cycles,Road,high,large,12,7,2016-02-06
6363,74,1182,2017-11-16,0,WeareA2B,Standard,medium,medium,1228,400,2006-05-24
6365,85,2731,2017-12-27,0,WeareA2B,Standard,medium,medium,752,205,1998-12-18
6368,36,2966,2017-11-28,1,Solex,Standard,low,medium,945,507,1999-07-22
6369,41,631,2017-12-14,1,Solex,Road,medium,medium,416,312,1997-05-12
6371,25,609,2017-11-24,0,Giant Bicycles,Road,medium,medium,1538,829,2016-02-06
6373,30,2851,2017-12-21,0,Solex,Standard,high,medium,748,448,1992-10-13
6380,96,1335,2017-11-08,0,WeareA2B,Road,low,small,1172,1043,2004-01-18
6386,21,1137,2017-12-25,0,Solex,Standard,medium,large,1071,380,1996-04-07
6387,54,1103,2017-11-17,1,WeareA2B,Standard,medium,medium,1807,778,2010-08-22
6398,72,2575,2017-12-20,0,OHM Cycles,Standard,medium,medium,912,141,1993-06-25
6403,24,711,2017-10-08,0,Solex,Road,medium,large,1777,820,2011-05-09
6410,60,3015,2017-11-14,1,Giant Bicycles,Standard,high,small,1977,1759,2014-07-30
6414,23,1879,2017-10-26,0,Norco Bicycles,Standard,medium,medium,1198,381,1998-12-18
6416,32,1742,2017-11-01,0,Giant Bicycles,Standard,high,medium,1179,707,1997-08-27
6420,98,1444,2017-11-22,0,Trek Bicycles,Standard,high,medium,358,215,2004-01-18
6423,99,1993,2017-10-09,0,Trek Bicycles,Road,low,small,1720,1531,2003-07-23
6425,23,1207,2017-12-17,0,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
6429,9,621,2017-12-28,0,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
6434,58,2452,2017-11-15,1,OHM Cycles,Standard,medium,medium,912,141,2015-10-20
6444,1,2793,2017-10-12,1,Giant Bicycles,Standard,medium,medium,1403,954,2012-12-04
6445,4,1179,2017-12-23,0,Solex,Standard,medium,medium,1483,99,2003-08-07
6448,50,649,2017-12-19,0,WeareA2B,Standard,medium,small,175,131,2015-10-20
6462,0,3239,2017-12-28,1,Norco Bicycles,Standard,low,medium,363,290,2005-05-12
6465,75,583,2017-10-02,1,Giant Bicycles,Touring,medium,large,1873,863,2006-05-24
6476,31,1530,2017-11-17,1,Giant Bicycles,Standard,medium,medium,230,173,1994-07-14
6479,29,2365,2017-12-29,1,Norco Bicycles,Road,medium,medium,543,407,2002-03-24
6482,26,1799,2017-11-08,0,WeareA2B,Standard,medium,medium,1992,762,1993-05-28
6484,53,3262,2017-12-16,0,OHM Cycles,Standard,medium,medium,795,101,1997-02-11
6488,17,2433,2017-12-04,0,WeareA2B,Touring,medium,large,1362,57,1999-07-28
6489,3,2590,2017-11-10,1,Trek Bicycles,Standard,medium,large,2091,388,1991-07-12
6493,54,1262,2017-11-17,1,WeareA2B,Standard,medium,medium,1807,778,2015-04-13
6497,81,1063,2017-10-04,1,Norco Bicycles,Standard,medium,small,586,521,2015-08-04
6499,32,605,2017-10-20,1,Giant Bicycles,Standard,medium,medium,642,211,2011-03-18
6501,59,1590,2017-10-05,0,Solex,Standard,medium,large,1061,733,1993-10-04
6502,90,1821,2017-11-16,1,Solex,Standard,low,medium,945,507,2011-05-11
6503,7,1923,2017-12-15,1,Trek Bicycles,Road,low,medium,980,234,2004-09-30
6514,57,2843,2017-12-09,0,WeareA2B,Touring,medium,large,1890,260,2015-05-23
6515,100,327,2017-12-14,1,Norco Bicycles,Road,medium,medium,1036,206,1991-05-08
6518,40,1103,2017-11-28,1,Trek Bicycles,Road,medium,large,1894,598,1991-01-23
6527,67,2070,2017-12-26,1,Norco Bicycles,Road,medium,medium,544,376,2003-02-09
6529,82,3089,2017-10-20,1,Norco Bicycles,Standard,high,medium,1148,689,1993-04-22
6530,35,844,2017-11-15,0,Giant Bicycles,Standard,medium,medium,1403,954,2016-11-16
6534,67,1223,2017-10-29,1,Norco Bicycles,Road,medium,medium,544,376,2015-04-13
6542,43,2381,2017-11-29,1,Solex,Standard,medium,medium,1151,649,2007-12-13
6555,81,3289,2017-10-22,1,Norco Bicycles,Standard,medium,small,586,521,2004-01-18
6556,53,72,2017-12-08,0,OHM Cycles,Standard,medium,medium,795,101,2009-04-14
6557,19,2668,2017-10-29,1,OHM Cycles,Road,high,large,12,7,2009-03-10
6560,8,476,2017-12-21,0,Solex,Road,medium,small,1703,1516,2011-04-18
6564,83,2383,2017-12-02,0,Solex,Touring,medium,large,2083,675,2013-09-18
6581,7,2427,2017-12-06,0,Giant Bicycles,Standard,medium,small,1311,1167,1997-05-12
6584,45,1487,2017-12-13,0,Solex,Standard,medium,medium,441,84,2006-10-03
6586,21,1116,2017-10-10,0,Solex,Standard,medium,large,1071,380,1994-07-14
6592,0,2299,2017-11-01,0,Solex,Standard,medium,medium,71,53,2005-08-11
6595,97,2603,2017-11-17,1,OHM Cycles,Road,medium,medium,742,667,1991-11-09
6602,2,2985,2017-11-22,1,Solex,Standard,medium,medium,71,53,2004-09-30
6606,38,1291,2017-12-14,0,Solex,Standard,medium,medium,1577,826,2011-03-18
6611,21,1727,2017-10-20,0,WeareA2B,Touring,medium,medium,1466,363,2014-03-05
6614,92,1935,2017-11-03,1,WeareA2B,Standard,medium,small,1415,1259,2003-01-07
6630,77,2214,2017-12-03,0,WeareA2B,Standard,medium,medium,1769,108,2003-02-18
6632,41,367,2017-10-20,0,Solex,Road,medium,medium,416,312,2012-06-06
6636,12,1991,2017-11-18,1,WeareA2B,Standard,medium,medium,1231,161,1996-11-11
6639,15,374,2017-12-02,1,Norco Bicycles,Standard,low,medium,958,748,2013-03-14
6641,92,1691,2017-12-04,1,WeareA2B,Touring,medium,large,1890,260,1993-07-22
6657,4,20,2017-11-01,1,Giant Bicycles,Standard,high,medium,1129,677,2003-03-20
6663,34,498,2017-11-07,0,WeareA2B,Standard,medium,medium,1231,161,2016-07-11
6665,62,3408,2017-11-18,0,Solex,Standard,medium,medium,478,298,1993-06-25
6668,90,523,2017-12-12,1,Norco Bicycles,Standard,low,medium,363,290,2002-10-12
6676,12,1886,2017-12-24,1,WeareA2B,Standard,medium,medium,1231,161,2004-08-19
6679,79,1315,2017-10-04,1,Norco Bicycles,Standard,medium,medium,1555,818,1997-01-27
6681,55,2194,2017-10-20,0,Trek Bicycles,Road,medium,large,1894,598,1997-10-06
6682,6,3433,2017-11-23,0,OHM Cycles,Standard,high,medium,227,136,2003-02-09
6684,50,3141,2017-10-21,1,WeareA2B,Standard,medium,small,175,131,2001-11-27
6686,22,640,2017-12-03,0,Solex,Standard,medium,medium,575,431,2016-02-06
6701,96,2381,2017-11-05,0,WeareA2B,Road,low,small,1172,1043,1994-08-12
6703,53,1629,2017-10-05,0,OHM Cycles,Standard,medium,medium,795,101,1997-02-11
6707,2,2266,2017-12-01,1,Giant Bicycles,Road,low,small,590,525,2010-11-07
6709,40,2770,2017-11-30,1,Trek Bicycles,Road,medium,large,1894,598,1998-12-19
6712,82,3357,2017-11-25,0,Norco Bicycles,Standard,high,medium,1148,689,2015-08-12
6713,84,1706,2017-10-08,0,Giant Bicycles,Road,medium,medium,792,594,2011-01-12
6726,93,1114,2017-10-27,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
6728,77,1618,2017-11-17,0,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
6737,46,1161,2017-12-18,1,Solex,Standard,low,medium,1289,74,2007-12-13
6745,22,154,2017-11-26,1,WeareA2B,Standard,medium,medium,60,45,1993-07-17
6750,84,3244,2017-10-02,1,Trek Bicycles,Road,medium,medium,290,215,2004-12-20
6751,20,2533,2017-12-12,0,Trek Bicycles,Standard,medium,small,1775,1580,2016-02-06
6755,0,2332,2017-11-29,0,WeareA2B,Standard,medium,medium,60,45,1993-10-04
6772,33,934,2017-10-06,0,Giant Bicycles,Standard,medium,small,1311,1167,1999-12-06
6779,37,2295,2017-12-13,0,OHM Cycles,Standard,low,medium,1793,248,2010-06-09
6781,37,481,2017-10-29,1,OHM Cycles,Standard,low,medium,1793,248,1999-07-22
6786,15,1402,2017-11-16,0,Norco Bicycles,Standard,low,medium,958,748,2005-12-09
6789,94,835,2017-12-23,0,Giant Bicycles,Standard,medium,large,1635,993,2002-10-12
6790,65,1981,2017-10-02,0,WeareA2B,Standard,medium,medium,1807,778,2015-05-23
6794,0,2693,2017-11-11,1,Norco Bicycles,Road,medium,medium,543,407,2002-03-24
6806,77,722,2017-10-04,0,Norco Bicycles,Road,medium,large,1240,795,2000-11-05
6810,72,53,2017-12-23,0,Norco Bicycles,Standard,medium,medium,360,270,2016-12-08
6811,38,1391,2017-10-21,0,Trek Bicycles,Standard,medium,large,2091,388,2012-09-17
6815,77,2766,2017-11-02,1,WeareA2B,Standard,medium,medium,1769,108,2012-06-06
6820,82,1345,2017-11-17,0,Norco Bicycles,Standard,high,medium,1148,689,2015-08-12
6821,23,984,2017-10-11,0,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
6837,35,1417,2017-11-04,1,Giant Bicycles,Standard,medium,medium,1403,954,2016-11-16
6841,71,2915,2017-11-27,0,Solex,Standard,high,large,1842,1105,1995-10-26
6846,0,2384,2017-11-01,0,OHM Cycles,Standard,high,medium,227,136,2007-08-06
6847,26,2976,2017-12-24,1,WeareA2B,Standard,medium,medium,1992,762,1991-08-07
6848,98,920,2017-10-01,1,Trek Bicycles,Standard,high,medium,358,215,1991-05-08
6852,33,675,2017-11-06,1,Giant Bicycles,Standard,medium,small,1311,1167,2003-03-20
6855,65,409,2017-12-17,0,WeareA2B,Standard,medium,medium,1807,778,2016-12-08
6862,4,3120,2017-10-05,0,Giant Bicycles,Standard,high,medium,1129,677,2011-04-18
6868,16,1490,2017-10-23,0,Norco Bicycles,Standard,high,small,1661,1479,1996-11-11
6875,59,1364,2017-10-27,1,Solex,Standard,medium,large,1061,733,1993-07-22
6886,1,2672,2017-12-15,1,Giant Bicycles,Standard,medium,medium,1403,954,2016-11-16
6893,54,1343,2017-12-10,0,WeareA2B,Standard,medium,medium,1807,778,2015-05-23
6894,63,1558,2017-10-16,1,Solex,Standard,medium,medium,1483,99,2004-08-19
6897,0,1198,2017-10-16,1,Solex,Standard,medium,medium,71,53,2012-12-04
